legacy_path	area	page_name	page_title	purpose_hint	user_type	permission_keys	scope_evidence	tables	forms	actions	statuses	attachments	print_pdf	linked_php	ajax	public_token_candidate	reachability	activity	evidence
branch/complaint_form.php	branch	complaint_form	ALHAMMADI	complaint form	branch user		branch	branches_departments,complaints,complaints_reply,rep_12_complainant_side	complaint_form.php?t=<?php echo hh_html($_GET[	create,update,reply		yes	no	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,user.php,paginator.class.php,permissions.link.php,common.php,MyQuery.php,clientContract.php,clientVacations.php,complaint_form_result.php,complaint_form.php,rep12_sub_section_client_grap.php,rep12_main_section_grap.php	yes	review	outbound-linked	unknown	form; ajax; file handling/ref
branch/complaint_form_result.php	branch	complaint_form_result	ALHAMMADI	complaint form result	branch user							yes	no	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,user.php,paginator.class.php,permissions.link.php,common.php,MyQuery.php,clientContract.php,clientVacations.php	no	review	outbound-linked	unknown	file handling/ref
branch/complaint_reply_form.php	branch	complaint_reply_form	ALHAMMADI	complaint reply form	branch user		branch	complaints,complaints_reply	complaint_reply_form.php	create,update,reply		yes	no	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,user.php,paginator.class.php,permissions.link.php,common.php,MyQuery.php,clientContract.php,clientVacations.php,complaint_reply_form_result.php,complaint_reply_form.php,rep12_sub_section_client_grap.php,rep12_main_section_grap.php	yes	review	outbound-linked	unknown	form; ajax; file handling/ref
branch/complaint_reply_form_result.php	branch	complaint_reply_form_result	ALHAMMADI | NEWBORNS	complaint reply form result	branch user			complaints,complaints_reply		update,reply		yes	no	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,user.php,paginator.class.php,permissions.link.php,common.php,MyQuery.php,clientContract.php,clientVacations.php,complaint_reply_form.php	yes	review	outbound-linked	unknown	ajax; file handling/ref
branch/complaint_report.php	branch	complaint_report		complaint report	branch user		company,branch	branches_departments,complaints_status,maintenance_request_type,notice_type,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side,report_12,report_12_patient,support_services,support_services_all,support_services_departments	<?php echo $pagename; ?>	update,delete	0,1,2	yes	yes	header.inc.php,sms_class.php,Shortener.class.php,complaint_report.php,rep12_main_section_grap.php,rep12_sub_section_grap.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
branch/complaint_reportss.php	branch	complaint_reportss	HH-GovernmentـreportsAnswer	complaint reportss	branch user		branch	branches,complaints,complaints_reply,rep12_subsection	<?php echo $pagename; ?>	reply		no	yes	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,user.php,paginator.class.php,permissions.link.php,common.php,MyQuery.php,clientContract.php,clientVacations.php,sms_class.php,Shortener.class.php,OpensslEncryptDecrypt.php,complaint_reportss.php,footer.inc.php	yes	review	outbound-linked	unknown	form; ajax; print/pdf
branch/complaint_request.php	branch	complaint_request		complaint request	branch user		branch	branches_departments,comlaints_employees_emails,complaints,complaints_numbers,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side,sms_archive,sms_sender_name,transferal	<?php echo $pagename; ?>	create,update,delete,send	0,4	no	yes	header.inc.php,sms_class.php,Shortener.class.php,complaint_request.php,footer.inc.php,complaint_form.php,SL.php,complaint_request_pdf.php,complaints_request_action_input.php,sendsoundajax.php,rep12_main_section_grap.php,rep12_sub_section_client_grap.php,rep12_sub_section_employee_grap.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf
branch/complaint_request_pdf.php	branch	complaint_request_pdf		complaint request pdf	branch user		branch	bottom,branches_departments,complaints,complaints_reply,html,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side		update,reply		yes	yes	hr_session.php,config.php,functions.php,common.php,login.php,index.php,complaints_pdf.php,tcpdf_include.php,tcpdf_config_alt.php,tcpdf.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
branch/complaint_request_pdf_en.php	branch	complaint_request_pdf_en		complaint request pdf en	branch user		branch	bottom,complaints,complaints_reply,html,rep12_main_section,rep12_subsection,rep_12_complainant_side		update,reply		yes	yes	hr_session.php,config.php,functions.php,common.php,login.php,index.php,complaints_pdf.php,tcpdf_include.php,tcpdf_config_alt.php,tcpdf.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
branch/complaint_third_party_subsection_grap.php	branch	complaint_third_party_subsection_grap		complaint third party subsection grap	branch user			complaint_letter_receiver				no	no	hr_session.php,config.php	yes	no	outbound-linked	unknown	session/header guard; ajax
branch/complaints.php	branch	complaints	Al Hammadi Hospitals Group	complaints	branch user		branch	branches_departments,com_attitude,comlaints_employees_emails,comlaints_sender_email,comlaints_subsctions_emails,complaint_letter_receiver,complaints,complaints_letter_issuance,complaints_numbers,complaints_reply,complaints_status,functin,id,if,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side,sms_archive,sms_sender_name,the,transferal	./complaints.php,<?php echo $pagename; ?>	create,update,delete,approve,send,reply	9,1,3,2,8,5,6,4,0,7	yes	yes	header.inc.php,sms_class.php,OpensslEncryptDecrypt.php,PHPMailer.php,SMTP.php,Exception.php,autoload.php,complaints.php,footer.inc.php,rep12_main_section_grap.php,rep12_sub_section_grap.php,rep12_employees_grap.php,complaintCheck.php,complaint_reply_form.php,complaint_reply_form11.php,complaint_letter_approval.php,SL.php,complaint_letter_approval1.php,rep12_sub_section_employee_grap.php,rep12_sub_section_client_grap.php,com_form.php,complaints_status_input.php,sendsoundajax.php,complaints_view.php,complaints_pdf.php,complaint_request_pdf.php,complaint_request_pdf_en.php,complaints_pdf1.php,complaints_letter_pdf.php,complaint_third_party_subsection_grap.php	yes	no	menu	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
branch/complaints_letter.php	branch	complaints_letter		complaints letter	branch user		branch	branches_departments,complaint_letter_receiver,complaints,complaints_letter_issuance,html,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side		reply		yes	yes	autoload.php,hr_session.php,config.php,functions.php,index.php,complaints_pdf.php,complaints_letter.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
branch/complaints_letter_pdf.php	branch	complaints_letter_pdf		complaints letter pdf	branch user		branch	branches_departments,complaint_letter_receiver,complaints,complaints_letter_issuance,html,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side		reply		yes	yes	autoload.php,hr_session.php,config.php,functions.php,login.php,index.php,complaints_pdf.php,complaints_letter.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
branch/complaints_letter_pdf1.php	branch	complaints_letter_pdf1		complaints letter pdf1	branch user		branch	bottom,branches_departments,companies_groups_general,complaint_letter_receiver,complaints,complaints_letter_issuance,html,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side		update,reply		yes	yes	hr_session.php,config.php,common.php,login.php,index.php,complaints_pdf.php,complaints_letter.php,tcpdf_include.php,tcpdf_config_alt.php,tcpdf.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
branch/complaints_pdf.php	branch	complaints_pdf		complaints pdf	branch user		branch	branches_departments,comlaints_employees_emails,companies_groups,complaints,complaints_reply,html,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side		update,reply	1	no	yes	config.php,common.php,autoload.php,hr_session.php,functions.php,multiLanguage.php,MyQuery.php,login.php,index.php,complaints_pdf.php,complaintCheck.php,barcode.php	yes	review	outbound-linked	unknown	ajax; print/pdf
branch/complaints_pdf1.php	branch	complaints_pdf1		complaints pdf1	branch user		branch	branches_departments,comlaints_employees_emails,companies_groups,complaints,complaints_reply,html,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side		update,reply	1	no	yes	autoload.php,hr_session.php,config.php,functions.php,multiLanguage.php,common.php,MyQuery.php,login.php,index.php,complaints_pdf.php,complaintCheck.php	yes	review	outbound-linked	unknown	ajax; print/pdf
branch/complaints_request_action_input.php	branch	complaints_request_action_input		complaints request action input	branch user			rep12_main_section				no	no	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,common.php	yes	review	outbound-linked	unknown	ajax
branch/complaints_status_input.php	branch	complaints_status_input		complaints status input	branch user			complaint_closing_reasons,complaints_reply,rep12_main_section		reply		no	yes	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,common.php,complaints_status_input_english_name.php,complaint_closing_reasons_other.php	yes	review	outbound-linked	unknown	ajax; print/pdf
branch/complaints_status_input_english_name.php	branch	complaints_status_input_english_name		complaints status input english name	branch user			complaints				no	no	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,common.php	yes	review	outbound-linked	unknown	ajax
branch/complaints_v_pdf.php	branch	complaints_v_pdf		complaints v pdf	branch user		branch	bottom,branches_departments,complaints,complaints_reply,html,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side		update,reply		yes	yes	hr_session.php,config.php,functions.php,common.php,login.php,index.php,complaints_pdf.php,tcpdf_include.php,tcpdf_config_alt.php,tcpdf.php,complaintCheck.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
branch/complaints_view.php	branch	complaints_view		complaints view	branch user		branch	branches_departments,complaints,complaints_letter_issuance,complaints_reply,complaints_status,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side		update,reply	1,2	no	yes	header.inc.php,index.php,complaints_pdf.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf
branch/complaints_view_pdf.php	branch	complaints_view_pdf		complaints view pdf	branch user		branch	bottom,complaints,complaints_reply,complaints_status,html,ra_users		update,reply		yes	yes	hr_session.php,config.php,functions.php,common.php,login.php,index.php,complaints_pdf.php,tcpdf_include.php,tcpdf_config_alt.php,tcpdf.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
branch/complaintss.php	branch	complaintss	Al Hammadi Hospitals Group	complaintss	branch user		branch	branches_departments,comlaints_employees_emails,comlaints_sender_email,comlaints_subsctions_emails,complaint_letter_receiver,complaints,complaints_letter_issuance,complaints_numbers,complaints_reply,complaints_status,functin,id,if,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side,sms_archive,the,transferal	<?php echo $pagename; ?>	create,update,delete,approve,send,reply	9,1,3,2,8,5,6,4,0,7	yes	yes	header.inc.php,sms_class.php,OpensslEncryptDecrypt.php,PHPMailer.php,SMTP.php,Exception.php,autoload.php,complaintss.php,complaintCheck.php,complaint_reply_form.php,footer.inc.php,complaint_reply_form11.php,complaint_letter_approval.php,SL.php,complaint_letter_approval1.php,complaints_status_input.php,sendsoundajax.php,complaints_view.php,complaints_pdf.php,complaint_request_pdf.php,complaint_request_pdf_en.php,rep12_main_section_grap.php,rep12_sub_section_client_grap.php,rep12_sub_section_employee_grap.php,complaints_pdf1.php,complaints_letter_pdf.php,rep12_sub_section_grap.php,complaint_third_party_subsection_grap.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
branch/contacts.php	branch	contacts		contacts	branch user		branch	complaints,contacts,functin,if	<?php echo $pagename; ?>	create,update,delete,send	4	no	no	header.inc.php,contacts.php,sendsoundajax.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax
branch/contacts_details.php	branch	contacts_details		contacts details	branch user			contacts,contacts_informations				no	yes	header.inc.php,contacts_sections.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf
branch/contacts_informations.php	branch	contacts_informations		contacts informations	branch user		branch	contacts,contacts_informations,functin,helper,if	<?php echo $pagename; ?>	create,update,delete,send	4	yes	yes	header.inc.php,SimpleXLSX.php,contacts_informations.php,city_grap.php,sendsoundajax.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
branch/contacts_sections.php	branch	contacts_sections		contacts sections	branch user			contacts				no	yes	header.inc.php,contacts_details.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf
